id,kat_1_1,kat_2_1,kat_3_1,kat_1_2,kat_2_2,kat_3_2,kat_1_3,kat_2_3,kat_3_3,kat_1_4,kat_2_4,kat_3_4,kat_1_5,kat_2_5,kat_3_5,kat_1_6,kat_2_6,kat_3_6,kat_1_7,kat_2_7,kat_3_7
AT1G25560.1,38.2797,44.1347,35.4314,53.6363,48.145,39.5775,68.4458,62.6978,74.8469,97.1536,110.1217,124.7802,113.6656,122.6049,124.4085,107.7103,104.1584,119.6323,118.8056,118.8779,115.4478
AT1G42990.1,24.2387,17.8194,24.2343,12.3295,13.5534,18.0465,10.1262,12.3025,17.3144,14.3954,14.3524,16.7552,14.4894,12.2004,18.8781,13.9809,15.4344,20.2769,15.9475,17.9224,24.2061
AT1G68840.2,13.8142,13.5244,12.7515,18.9667,15.4063,15.8753,21.3764,22.9043,25.7581,30.0317,22.7313,24.3048,23.0639,24.7526,21.1779,18.9085,24.8345,27.1392,25.4104,24.8306,26.7393
AT1G68840.1,15.3281,14.6499,14.4283,20.3081,16.2683,17.5681,22.898,24.633,27.8034,32.2281,24.5182,27.8242,24.7581,26.5277,23.7553,20.3443,26.7628,30.1386,27.2587,26.6388,29.4354
AT2G28550.1,8.7521,10.1338,11.6053,10.1469,8.7098,7.7665,6.4894,4.6169,6.2883,5.0974,5.3548,6.5051,6.3233,4.2486,9.4609,7.3413,6.4541,7.9093,8.6483,9.1679,8.596
AT2G28550.3,8.56,9.9762,11.4271,9.9393,8.5372,7.7168,6.3603,4.5544,6.2584,5.029,5.2604,6.4509,6.1844,4.1553,9.2928,7.1984,6.363,7.773,8.5077,9.0109,8.4429
AT2G28550.2,9.1422,10.8966,12.2986,10.9774,9.4437,8.3121,7.0995,5.0285,6.6249,5.5512,5.7528,6.8084,6.8667,4.586,10.0603,8.0037,7.0718,8.466,9.4645,10.0723,9.2639
AT2G46970.1,15.6997,13.8154,19.2289,12.7238,11.1818,13.6973,9.583,8.9804,12.887,11.1929,8.4319,14.7656,10.2739,7.2017,22.1774,12.2911,10.1465,14.1661,13.8795,13.4378,18.5275
AT3G50330.1,60.1248,67.1099,53.956,75.6166,79.0158,64.7045,111.4796,84.4866,81.6156,80.334,105.9602,81.9742,130.0913,109.18,92.5938,127.003,117.488,91.9039,135.3248,141.1593,115.1285
AT4G16750.1,5.1729,5.5214,4.1462,4.804,4.5158,3.451,3.7531,2.5019,3.2199,1.866,3.5302,1.9831,2.8933,2.3173,2.3587,2.5291,2.7322,2.6943,2.0725,2.3212,2.6715
AT5G03740.1,26.5761,28.8178,37.1126,26.5145,25.1592,26.8517,19.94,16.7497,20.53,16.7913,17.1211,18.9933,40.8649,26.303,52.7349,41.6097,45.5762,52.1031,48.4861,47.2073,47.9266
AT5G10970.1,1.848,1.8686,1.5483,1.7853,1.2767,1.3697,0.7538,1.0975,0.7962,0.8009,0.7957,0.6956,0.7891,0.3924,1.263,1.4367,1.4067,1.1282,1.6103,1.8103,1.31
AT5G13910.1,8.5383,11.8767,5.7995,10.2004,11.6806,6.4341,13.3666,13.8185,15.0822,17.0367,15.2099,18.9023,19.6846,25.1219,18.1957,21.5016,17.4161,22.645,19.6434,24.753,20.9098
AT5G60850.1,12.1709,11.3228,14.9766,10.5494,7.7741,11.157,6.2431,8.5177,9.9491,7.7815,9.359,10.1253,6.7916,7.1761,8.5327,7.3207,7.8381,9.6086,12.689,13.6369,11.6558
